relation_id,relation_name,side,mapping_type,train_frequency,log_train_frequency,test_support,side_support,eligible_support,hits_r,alpha_r,delta_r
169,/american_football/football_team/current_roster./sports/sports_team_roster/position,tail,M-N,573,6.352629396319567,0,0,0,,,
170,/soccer/football_player/current_team./sports/sports_team_roster/team,tail,M-N,536,6.285998094508865,9,9,1,0.09523809594767434,1.0,1.0
171,/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,tail,M-N,101,4.624972813284271,16,16,16,1.0,0.0,0.0
172,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,tail,M-1,335,5.817111159963204,48,48,48,1.0,0.0,0.0
173,/film/film_set_designer/film_sets_designed,tail,1-N,113,4.736198448394496,8,8,1,0.125,0.0,0.0
174,/user/jg/default_domain/olympic_games/sports,tail,M-N,581,6.366470447731438,11,11,11,1.0,0.0,0.0
175,/people/person/sibling_s./people/sibling_relationship/sibling,tail,1-1,131,4.882801922586371,7,7,4,0.3877551129886082,0.5,0.5
176,/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,tail,M-N,352,5.8664680569332965,41,41,41,1.0,0.0,0.0
177,/music/artist/contribution./music/recording_contribution/performance_role,tail,M-N,218,5.389071729816501,14,14,8,0.5000000042574746,0.25,0.25
178,/sports/sports_position/players./sports/sports_team_roster/position,tail,M-N,125,4.836281906951478,0,0,0,,,
179,/government/politician/government_positions_held./government/government_position_held/basic_title,tail,M-N,114,4.74493212836325,16,16,15,0.8839285714285714,0.06666667014360428,0.06666666666666667
180,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,tail,M-N,102,4.634728988229636,0,0,0,,,
181,/people/profession/specialization_of,tail,M-1,102,4.634728988229636,13,13,3,0.23076923191547394,0.0,0.0
182,/award/award_category/category_of,tail,M-1,148,5.003946305945459,20,20,20,0.985714282308306,0.05000000074505806,0.05
183,/film/film/cinematography,tail,M-1,336,5.820082930352362,17,17,16,0.8655462265014648,0.25,0.1875
184,/film/film/film_production_design_by,tail,M-1,158,5.0689042022202315,10,10,9,0.8142857125827244,0.2222222238779068,0.2222222222222222
185,/tv/tv_program/country_of_origin,tail,M-1,268,5.594711379601839,32,32,32,1.0,0.0,0.0
186,/film/film/edited_by,tail,M-1,179,5.19295685089021,13,13,11,0.7802197933197021,0.09090909361839294,0.09090909090909091
187,/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,tail,M-1,103,4.6443908991413725,11,11,10,0.8311688303947449,0.10000000149011612,0.1
188,/education/field_of_study/students_majoring./education/education/major_field_of_study,tail,M-N,343,5.840641657373398,11,11,9,0.701298713684082,0.3333333432674408,0.2222222222222222
189,/education/educational_degree/people_with_this_degree./education/education/student,tail,1-N,260,5.564520407322694,27,27,3,0.06349206396511622,1.0,0.3333333333333333
190,/location/us_county/county_seat,tail,1-1,181,5.204006687076795,2,2,2,1.0,0.0,0.0
191,/film/film/film_festivals,tail,M-1,264,5.579729825986222,18,18,16,0.8809523837906974,0.0625,0.0625
192,/people/person/spouse_s./people/marriage/spouse,tail,1-1,427,6.059123195581797,4,4,1,0.03571428571428571,1.0,1.0
193,/film/film/runtime./film/film_cut/film_release_region,tail,M-1,187,5.236441962829949,9,9,8,0.6984127163887024,0.5,0.375
194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,tail,1-1,296,5.6937321388027,0,0,0,,,
195,/base/aareas/schema/administrative_area/administrative_area_type,tail,M-1,156,5.056245805348308,20,20,20,1.0,0.0,0.0
196,/influence/influence_node/peers./influence/peer_relationship/peers,tail,1-1,166,5.117993812416755,2,2,0,0.0,,
197,/government/governmental_body/members./government/government_position_held/legislative_sessions,tail,M-N,101,4.624972813284271,12,12,12,1.0,0.0,0.0
198,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,tail,M-N,208,5.342334251964811,21,21,19,0.8231292622429984,0.10526315867900848,0.10526315789473684
199,/organization/organization/place_founded,tail,M-1,104,4.653960350157523,16,16,10,0.41964285714285715,0.5,0.3
200,/base/eating/practicer_of_diet/diet,tail,M-1,137,4.927253685157205,11,11,11,1.0,0.0,0.0
201,/tv/tv_program/program_creator,tail,1-1,144,4.976733742420574,2,2,0,0.0,,
202,/people/deceased_person/place_of_burial,tail,M-1,142,4.962844630259907,9,9,9,1.0,0.0,0.0
203,/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,tail,M-1,246,5.5093883366279774,20,20,17,0.742857141154153,0.1764705926179886,0.11764705882352941
204,/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,tail,M-N,121,4.804021044733257,4,4,4,1.0,0.0,0.0
205,/location/administrative_division/first_level_division_of,tail,M-1,141,4.955827057601261,0,0,0,,,
206,/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,tail,M-1,160,5.081404364984463,0,0,0,,,
207,/organization/organization/child./organization/organization_relationship/child,tail,1-N,191,5.2574953720277815,20,20,6,0.17142857504742487,0.6666666865348816,0.5
208,/business/business_operation/assets./measurement_unit/dated_money_value/currency,tail,M-1,181,5.204006687076795,0,0,0,,,
209,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,tail,M-1,37,3.6375861597263857,3,3,3,1.0,0.0,0.0
210,/time/event/instance_of_recurring_event,tail,M-1,109,4.700480365792417,11,11,9,0.8181818127632141,0.0,0.0
211,/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,tail,1-N,90,4.51085950651685,7,7,3,0.3061224584068571,1.0,0.6666666666666666
212,/film/actor/film./film/performance/special_performance_type,tail,M-1,180,5.198497031265826,16,16,16,1.0,0.0,0.0
213,/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,tail,M-1,198,5.293304824724492,0,0,0,,,
214,/people/ethnicity/languages_spoken,tail,M-N,192,5.262690188904886,29,29,24,0.7044334922518048,0.2916666567325592,0.125
215,/base/americancomedy/celebrity_impressionist/celebrities_impersonated,tail,1-N,121,4.804021044733257,8,8,0,0.0,,
216,/medicine/symptom/symptom_of,tail,M-N,154,5.043425116919247,31,31,22,0.5391704993588584,0.40909090638160706,0.22727272727272727
217,/education/university/fraternities_and_sororities,tail,M-1,131,4.882801922586371,21,21,21,1.0,0.0,0.0
218,/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,tail,M-N,172,5.153291594497779,13,13,7,0.36263737082481384,0.5714285969734192,0.42857142857142855
219,/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,tail,M-1,220,5.3981627015177525,4,4,4,1.0,0.0,0.0
220,/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,tail,M-N,146,4.990432586778736,20,20,20,1.0,0.0,0.0
221,/location/country/official_language,tail,M-1,225,5.420534999272286,16,16,15,0.875,0.13333334028720856,0.13333333333333333
222,/location/location/partially_contains,tail,M-1,133,4.897839799950911,13,13,11,0.7802197933197021,0.09090909361839294,0.09090909090909091
223,/film/film/film_art_direction_by,tail,M-1,101,4.624972813284271,3,3,3,1.0,0.0,0.0
224,/people/person/spouse_s./people/marriage/location_of_ceremony,tail,M-1,251,5.529429087511423,35,35,11,0.22040816715785436,0.5454545617103577,0.36363636363636365
225,/education/university/international_tuition./measurement_unit/dated_money_value/currency,tail,M-1,117,4.770684624465665,0,0,0,,,
226,/organization/organization_founder/organizations_founded,tail,1-1,137,4.927253685157205,9,9,5,0.3333333432674408,0.6000000238418579,0.4
227,/film/film/dubbing_performances./film/dubbing_performance/actor,tail,M-N,114,4.74493212836325,8,8,3,0.375,0.0,0.0
228,/dataworld/gardening_hint/split_to,tail,1-1,99,4.605170185988092,10,10,7,0.699999988079071,0.0,0.0
229,/medicine/disease/risk_factors,tail,M-N,162,5.093750200806762,13,13,11,0.7142857313156128,0.27272728085517883,0.18181818181818182
230,/film/film/prequel,tail,1-1,180,5.198497031265826,18,18,16,0.8095237953322274,0.25,0.125
231,/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,tail,M-N,108,4.6913478822291435,3,3,3,1.0,0.0,0.0
232,/film/actor/dubbing_performances./film/dubbing_performance/language,tail,M-1,112,4.727387818712341,12,12,12,1.0,0.0,0.0
233,/broadcast/content/artist,tail,1-N,102,4.634728988229636,14,14,5,0.295918379511152,0.20000000298023224,0.2
234,/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,tail,M-1,149,5.0106352940962555,0,0,0,,,
235,/music/instrument/family,tail,M-1,100,4.61512051684126,6,6,4,0.4285714349576405,0.75,0.75
236,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,tail,M-1,106,4.672828834461906,9,9,4,0.3492063581943512,0.25,0.25
