relation_id,relation_name,train_support,directional_inverse_strength,directional_best_inverse_partner_id,directional_best_inverse_partner_name,directional_best_inverse_overlap_count,directional_best_reverse_directional_score,directional_best_overlap_jaccard,mutual_inverse_strength,mutual_best_inverse_partner_id,mutual_best_inverse_partner_name,mutual_best_inverse_overlap_count,mutual_best_directional_score,mutual_best_reverse_directional_score,mutual_best_overlap_jaccard,second_best_mutual_inverse_strength,second_best_mutual_partner_id,second_best_mutual_partner_name,inverse_clarity
199,/organization/organization/place_founded,104,0.028846153846153848,15,/location/location/contains,3,0.0005768121515093252,0.0005658242172764995,0.0011310084825636195,15,/location/location/contains,3,0.028846153846153848,0.0005768121515093252,0.0005658242172764995,0.0,,,0.0011310084825636195
200,/base/eating/practicer_of_diet/diet,137,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
201,/tv/tv_program/program_creator,144,0.6944444444444444,145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,100,0.2403846153846154,0.21739130434782608,0.3571428571428571,145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,100,0.6944444444444444,0.2403846153846154,0.21739130434782608,0.2409638554216867,162,/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,0.1161790017211704
202,/people/deceased_person/place_of_burial,142,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
203,/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,246,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
204,/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,121,0.743801652892562,130,/sports/sports_position/players./sports/sports_team_roster/team,90,0.025714285714285714,0.025488530161427356,0.04971002485501243,130,/sports/sports_position/players./sports/sports_team_roster/team,90,0.743801652892562,0.025714285714285714,0.025488530161427356,0.0,,,0.04971002485501243
205,/location/administrative_division/first_level_division_of,141,0.8794326241134752,15,/location/location/contains,124,0.023841568929052107,0.023763894212341895,0.04642456008985399,15,/location/location/contains,124,0.8794326241134752,0.023841568929052107,0.023763894212341895,0.04240282685512367,54,/location/country/capital,0.004021733234730318
206,/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,160,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
207,/organization/organization/child./organization/organization_relationship/child,191,0.041884816753926704,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,8,0.0005003439864907124,0.0004946821667078902,0.000988875154511743,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,8,0.041884816753926704,0.0005003439864907124,0.0004946821667078902,0.0006965405154399813,3,/award/award_winner/awards_won./award/award_honor/award_winner,0.00029233463907176165
208,/business/business_operation/assets./measurement_unit/dated_money_value/currency,181,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
209,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,37,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
210,/time/event/instance_of_recurring_event,109,0.01834862385321101,191,/film/film/film_festivals,2,0.007575757575757576,0.005390835579514825,0.010723860589812333,191,/film/film/film_festivals,2,0.01834862385321101,0.007575757575757576,0.005390835579514825,0.0,,,0.010723860589812333
211,/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,90,0.022222222222222223,17,/people/person/profession,2,0.0001827318410232983,0.00018127435874195594,0.0003624830086089714,17,/people/person/profession,2,0.022222222222222223,0.0001827318410232983,0.00018127435874195594,0.0,,,0.0003624830086089714
212,/film/actor/film./film/performance/special_performance_type,180,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
213,/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,198,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
214,/people/ethnicity/languages_spoken,192,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
215,/base/americancomedy/celebrity_impressionist/celebrities_impersonated,121,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
216,/medicine/symptom/symptom_of,154,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
217,/education/university/fraternities_and_sororities,131,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
218,/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,172,0.11046511627906977,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,19,0.009263773768893223,0.008620689655172414,0.041349292709466814,152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,19,0.11046511627906977,0.025435073627844713,0.021111111111111112,0.017094017094017096,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,0.02425527561544972
219,/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,220,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
220,/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,146,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
221,/location/country/official_language,225,0.5822222222222222,70,/language/human_language/countries_spoken_in,131,0.39104477611940297,0.30536130536130535,0.46785714285714286,70,/language/human_language/countries_spoken_in,131,0.5822222222222222,0.39104477611940297,0.30536130536130535,0.0,,,0.46785714285714286
222,/location/location/partially_contains,133,0.015037593984962405,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,2,0.0009751340809361287,0.0009165902841429881,0.004662004662004662,194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,1,0.007518796992481203,0.0033783783783783786,0.002336448598130841,0.0018315018315018315,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,0.0028305028305028305
223,/film/film/film_art_direction_by,101,0.5346534653465347,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,54,0.008602835749561893,0.008538899430740038,0.01693320790216369,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,54,0.5346534653465347,0.008602835749561893,0.008538899430740038,0.009345794392523362,173,/film/film_set_designer/film_sets_designed,0.007587413509640328
224,/people/person/spouse_s./people/marriage/location_of_ceremony,251,0.01593625498007968,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,4,0.011461318051575931,0.006711409395973154,0.013333333333333334,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,4,0.01593625498007968,0.011461318051575931,0.006711409395973154,0.0,,,0.013333333333333334
225,/education/university/international_tuition./measurement_unit/dated_money_value/currency,117,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
226,/organization/organization_founder/organizations_founded,137,0.06569343065693431,76,/music/record_label/artist,9,0.004043126684636119,0.0038232795242141037,0.02459016393442623,165,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,3,0.021897810218978103,0.028037383177570093,0.012448132780082987,0.00761743546339399,76,/music/record_label/artist,0.01697272847103224
227,/film/film/dubbing_performances./film/dubbing_performance/actor,114,0.008771929824561403,6,/film/actor/film./film/performance/film,1,0.00010532968190436065,0.00010409076714895389,0.00020815986677768527,6,/film/actor/film./film/performance/film,1,0.008771929824561403,0.00010532968190436065,0.00010409076714895389,0.0,,,0.00020815986677768527
228,/dataworld/gardening_hint/split_to,99,0.10101010101010101,146,/education/educational_institution/campuses,10,0.01876172607879925,0.01607717041800643,0.03164556962025317,146,/education/educational_institution/campuses,10,0.10101010101010101,0.01876172607879925,0.01607717041800643,0.025599999999999998,81,/education/educational_institution_campus/educational_institution,0.006045569620253169
229,/medicine/disease/risk_factors,162,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
230,/film/film/prequel,180,0.15,97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,27,0.03765690376569038,0.03103448275862069,0.06020066889632107,97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,27,0.15,0.03765690376569038,0.03103448275862069,0.030534351145038167,141,/award/award_winning_work/awards_won./award/award_honor/honored_for,0.029666317751282905
231,/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,108,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
232,/film/actor/dubbing_performances./film/dubbing_performance/language,112,0.008928571428571428,140,/education/field_of_study/students_majoring./education/education/student,1,0.003861003861003861,0.002702702702702703,0.005390835579514825,140,/education/field_of_study/students_majoring./education/education/student,1,0.008928571428571428,0.003861003861003861,0.002702702702702703,0.0,,,0.005390835579514825
233,/broadcast/content/artist,102,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
234,/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,149,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
235,/music/instrument/family,100,0.43,75,/music/performance_role/track_performances./music/track_contribution/role,43,0.011330698287220026,0.011163032191069575,0.08375209380234507,57,/music/performance_role/guest_performances./music/recording_contribution/performance_role,25,0.25,0.05030181086519115,0.043706293706293704,0.026134301270417423,9,/music/performance_role/regular_performances./music/group_membership/role,0.05761779253192764
236,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,106,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
