model,dataset,baseline,relation_id,relation_name,mapping_type,side,test_support,side_support,eligible_support,hits_r,alpha_r,delta_r
TransE,FB15k237,without,160,/music/artist/origin,M-1,tail,34,34,17,0.4075630307197571,0.4117647111415863,0.29411764705882354
TransE,FB15k237,without,161,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,1-N,tail,53,53,5,0.04851752093860081,0.6000000238418579,0.4
TransE,FB15k237,without,162,/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,M-1,tail,9,9,6,0.5873016119003296,0.3333333432674408,0.3333333333333333
TransE,FB15k237,without,163,/time/event/locations,M-N,tail,34,34,17,0.2815126138074057,0.8235294222831726,0.35294117647058826
TransE,FB15k237,without,164,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,1-1,tail,0,0,0,,,
TransE,FB15k237,without,165,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,1-N,tail,11,11,4,0.14285714711461747,1.0,0.75
TransE,FB15k237,without,166,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,M-1,tail,5,5,5,1.0,0.0,0.0
TransE,FB15k237,without,167,/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,M-1,tail,22,22,22,1.0,0.0,0.0
TransE,FB15k237,without,168,/user/ktrueman/default_domain/international_organization/member_states,1-N,tail,24,24,20,0.4880952366760799,0.75,0.35
TransE,FB15k237,without,169,/american_football/football_team/current_roster./sports/sports_team_roster/position,M-N,tail,0,0,0,,,
TransE,FB15k237,without,170,/soccer/football_player/current_team./sports/sports_team_roster/team,M-N,tail,9,9,2,0.03174603198255811,1.0,1.0
TransE,FB15k237,without,171,/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,M-N,tail,16,16,16,1.0,0.0,0.0
TransE,FB15k237,without,172,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,M-1,tail,48,48,48,1.0,0.0,0.0
TransE,FB15k237,without,173,/film/film_set_designer/film_sets_designed,1-N,tail,8,8,3,0.10714285714285714,1.0,1.0
TransE,FB15k237,without,174,/user/jg/default_domain/olympic_games/sports,M-N,tail,11,11,11,1.0,0.0,0.0
TransE,FB15k237,without,175,/people/person/sibling_s./people/sibling_relationship/sibling,1-1,tail,7,7,3,0.20408163964748383,0.6666666865348816,0.6666666666666666
TransE,FB15k237,without,176,/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,M-N,tail,41,41,41,0.9825784053121295,0.0731707289814949,0.04878048780487805
TransE,FB15k237,without,177,/music/artist/contribution./music/recording_contribution/performance_role,M-N,tail,14,14,10,0.5714285799435207,0.30000001192092896,0.2
TransE,FB15k237,without,178,/sports/sports_position/players./sports/sports_team_roster/position,M-N,tail,0,0,0,,,
TransE,FB15k237,without,179,/government/politician/government_positions_held./government/government_position_held/basic_title,M-N,tail,16,16,15,0.8839285714285714,0.06666667014360428,0.06666666666666667
TransE,FB15k237,without,180,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,M-N,tail,0,0,0,,,
TransE,FB15k237,without,181,/people/profession/specialization_of,M-1,tail,13,13,6,0.38461539149284363,0.5,0.3333333333333333
TransE,FB15k237,without,182,/award/award_category/category_of,M-1,tail,20,20,20,1.0,0.0,0.0
TransE,FB15k237,without,183,/film/film/cinematography,M-1,tail,17,17,17,0.7899159789085388,0.4117647111415863,0.29411764705882354
TransE,FB15k237,without,184,/film/film/film_production_design_by,M-1,tail,10,10,9,0.7428571496691022,0.4444444477558136,0.2222222222222222
TransE,FB15k237,without,185,/tv/tv_program/country_of_origin,M-1,tail,32,32,32,1.0,0.0,0.0
TransE,FB15k237,without,186,/film/film/edited_by,M-1,tail,13,13,12,0.791208803653717,0.1666666716337204,0.16666666666666666
TransE,FB15k237,without,187,/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,M-1,tail,11,11,9,0.8181818127632141,0.0,0.0
TransE,FB15k237,without,188,/education/field_of_study/students_majoring./education/education/major_field_of_study,M-N,tail,11,11,10,0.6233766334397453,0.699999988079071,0.4
TransE,FB15k237,without,189,/education/educational_degree/people_with_this_degree./education/education/student,1-N,tail,27,27,5,0.08465608528682164,1.0,0.4
TransE,FB15k237,without,190,/location/us_county/county_seat,1-1,tail,2,2,2,1.0,0.0,0.0
TransE,FB15k237,without,191,/film/film/film_festivals,M-1,tail,18,18,16,0.8809523837906974,0.0625,0.0625
TransE,FB15k237,without,192,/people/person/spouse_s./people/marriage/spouse,1-1,tail,4,4,0,0.0,,
TransE,FB15k237,without,193,/film/film/runtime./film/film_cut/film_release_region,M-1,tail,9,9,8,0.761904776096344,0.375,0.375
TransE,FB15k237,without,194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,1-1,tail,0,0,0,,,
TransE,FB15k237,without,195,/base/aareas/schema/administrative_area/administrative_area_type,M-1,tail,20,20,20,1.0,0.0,0.0
TransE,FB15k237,without,196,/influence/influence_node/peers./influence/peer_relationship/peers,1-1,tail,2,2,0,0.0,,
TransE,FB15k237,without,197,/government/governmental_body/members./government/government_position_held/legislative_sessions,M-N,tail,12,12,12,1.0,0.0,0.0
TransE,FB15k237,without,198,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,M-N,tail,21,21,20,0.8571428656578064,0.15000000596046448,0.1
TransE,FB15k237,without,199,/organization/organization/place_founded,M-1,tail,16,16,9,0.4375,0.5555555820465088,0.3333333333333333
TransE,FB15k237,without,200,/base/eating/practicer_of_diet/diet,M-1,tail,11,11,11,1.0,0.0,0.0
TransE,FB15k237,without,201,/tv/tv_program/program_creator,1-1,tail,2,2,0,0.0,,
TransE,FB15k237,without,202,/people/deceased_person/place_of_burial,M-1,tail,9,9,9,0.9682539701461792,0.1111111119389534,0.1111111111111111
TransE,FB15k237,without,203,/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,M-1,tail,20,20,16,0.6928571377481733,0.25,0.125
TransE,FB15k237,without,204,/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,M-N,tail,4,4,4,1.0,0.0,0.0
TransE,FB15k237,without,205,/location/administrative_division/first_level_division_of,M-1,tail,0,0,0,,,
TransE,FB15k237,without,206,/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,M-1,tail,0,0,0,,,
TransE,FB15k237,without,207,/organization/organization/child./organization/organization_relationship/child,1-N,tail,20,20,5,0.14285714605024882,0.6000000238418579,0.4
TransE,FB15k237,without,208,/business/business_operation/assets./measurement_unit/dated_money_value/currency,M-1,tail,0,0,0,,,
TransE,FB15k237,without,209,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,M-1,tail,3,3,3,1.0,0.0,0.0
TransE,FB15k237,without,210,/time/event/instance_of_recurring_event,M-1,tail,11,11,11,0.8571428571428571,0.1818181872367859,0.18181818181818182
TransE,FB15k237,without,211,/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,1-N,tail,7,7,2,0.1428571492433548,1.0,1.0
TransE,FB15k237,without,212,/film/actor/film./film/performance/special_performance_type,M-1,tail,16,16,16,1.0,0.0,0.0
TransE,FB15k237,without,213,/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,M-1,tail,0,0,0,,,
TransE,FB15k237,without,214,/people/ethnicity/languages_spoken,M-N,tail,29,29,26,0.6650246211460659,0.5,0.19230769230769232
TransE,FB15k237,without,215,/base/americancomedy/celebrity_impressionist/celebrities_impersonated,1-N,tail,8,8,0,0.0,,
TransE,FB15k237,without,216,/medicine/symptom/symptom_of,M-N,tail,31,31,24,0.5345622003078461,0.6666666865348816,0.4583333333333333
TransE,FB15k237,without,217,/education/university/fraternities_and_sororities,M-1,tail,21,21,21,1.0,0.0,0.0
TransE,FB15k237,without,218,/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,M-N,tail,13,13,4,0.14285714711461747,0.75,0.75
TransE,FB15k237,without,219,/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,M-1,tail,4,4,4,1.0,0.0,0.0
TransE,FB15k237,without,220,/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,M-N,tail,20,20,20,1.0,0.0,0.0
TransE,FB15k237,without,221,/location/country/official_language,M-1,tail,16,16,16,0.8303571428571429,0.3125,0.125
TransE,FB15k237,without,222,/location/location/partially_contains,M-1,tail,13,13,11,0.7252747416496277,0.27272728085517883,0.09090909090909091
TransE,FB15k237,without,223,/film/film/film_art_direction_by,M-1,tail,3,3,3,1.0,0.0,0.0
TransE,FB15k237,without,224,/people/person/spouse_s./people/marriage/location_of_ceremony,M-1,tail,35,35,16,0.2734693991286414,0.625,0.375
TransE,FB15k237,without,225,/education/university/international_tuition./measurement_unit/dated_money_value/currency,M-1,tail,0,0,0,,,
TransE,FB15k237,without,226,/organization/organization_founder/organizations_founded,1-1,tail,9,9,5,0.30158730489867075,0.6000000238418579,0.4
TransE,FB15k237,without,227,/film/film/dubbing_performances./film/dubbing_performance/actor,M-N,tail,8,8,6,0.39285714285714285,0.6666666865348816,0.5
TransE,FB15k237,without,228,/dataworld/gardening_hint/split_to,1-1,tail,10,10,7,0.699999988079071,0.0,0.0
TransE,FB15k237,without,229,/medicine/disease/risk_factors,M-N,tail,13,13,9,0.6703296899795532,0.1111111119389534,0.1111111111111111
TransE,FB15k237,without,230,/film/film/prequel,1-1,tail,18,18,17,0.8333333219800677,0.3529411852359772,0.35294117647058826
TransE,FB15k237,without,231,/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,M-N,tail,3,3,3,1.0,0.0,0.0
TransE,FB15k237,without,232,/film/actor/dubbing_performances./film/dubbing_performance/language,M-1,tail,12,12,12,1.0,0.0,0.0
TransE,FB15k237,without,233,/broadcast/content/artist,1-N,tail,14,14,4,0.22448979956763132,0.25,0.25
TransE,FB15k237,without,234,/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,M-1,tail,0,0,0,,,
TransE,FB15k237,without,235,/music/instrument/family,M-1,tail,6,6,4,0.5238095266478402,0.25,0.25
TransE,FB15k237,without,236,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,M-1,tail,9,9,6,0.3174603262117931,0.6666666865348816,0.3333333333333333
